Id|Name|Report Date|Avg mph|Total volume
7|A1M/9869K|2016-02-05T20:44:00|30|10
7|A1M/9869K|2016-02-05T20:59:00|32|5
7|A1M/9869K|2016-02-05T21:14:00|33|5
7|A1M/9869K|2016-02-05T21:29:00|29|7
7|A1M/9869K|2016-02-05T21:44:00|29|4
7|A1M/9869K|2016-02-05T21:59:00|29|5
7|A1M/9869K|2016-02-05T22:14:00|29|5
7|A1M/9869K|2016-02-05T22:29:00|30|6
7|A1M/9869K|2016-02-05T22:44:00|33|5
7|A1M/9869K|2016-02-05T22:59:00|29|6
7|A1M/9869K|2016-02-05T23:14:00|28|3
7|A1M/9869K|2016-02-05T23:29:00|32|11
7|A1M/9869K|2016-02-05T23:44:00|29|5
7|A1M/9869K|2016-02-05T23:59:00|0|0
7|A1M/9869K|2016-02-06T00:14:00|23|2
7|A1M/9869K|2016-02-06T00:29:00|35|3
7|A1M/9869K|2016-02-06T00:44:00|0|0
7|A1M/9869K|2016-02-06T00:59:00|28|3
7|A1M/9869K|2016-02-06T01:14:00|38|3
7|A1M/9869K|2016-02-06T01:29:00|28|6
7|A1M/9869K|2016-02-06T01:44:00|18|1
7|A1M/9869K|2016-02-06T01:59:00|27|2
7|A1M/9869K|2016-02-06T02:14:00|24|2
7|A1M/9869K|2016-02-06T02:29:00|26|1
7|A1M/9869K|2016-02-06T02:44:00|23|2
7|A1M/9869K|2016-02-06T02:59:00|23|1
7|A1M/9869K|2016-02-06T03:14:00|0|0
7|A1M/9869K|2016-02-06T03:29:00|36|1
7|A1M/9869K|2016-02-06T03:44:00|22|1
7|A1M/9869K|2016-02-06T03:59:00|28|2
7|A1M/9869K|2016-02-06T04:14:00|0|0
7|A1M/9869K|2016-02-06T04:29:00|35|2
7|A1M/9869K|2016-02-06T04:44:00|33|3
7|A1M/9869K|2016-02-06T04:59:00|23|1
7|A1M/9869K|2016-02-06T05:14:00|26|2
7|A1M/9869K|2016-02-06T05:29:00|27|3
7|A1M/9869K|2016-02-06T05:44:00|27|7
7|A1M/9869K|2016-02-06T05:59:00|26|3
7|A1M/9869K|2016-02-06T06:14:00|33|4
7|A1M/9869K|2016-02-06T06:29:00|33|5
7|A1M/9869K|2016-02-06T06:44:00|29|8
